2026-04-22 00:00:06,874 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 00:21:26,121 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 00:27:48,329 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 0 ms.

2026-04-22 00:30:06,886 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 00:51:26,143 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 00:57:48,343 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 1 ms.

2026-04-22 01:00:06,893 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 01:21:26,092 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 01:27:48,287 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 1 ms.

2026-04-22 01:30:06,839 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 01:51:26,145 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 01:57:48,379 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 0 ms.

2026-04-22 02:00:06,939 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 02:21:26,203 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 1 ms.

2026-04-22 02:27:48,401 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 1 ms.

2026-04-22 02:30:06,969 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 1 ms.

2026-04-22 02:51:26,236 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 02:57:48,431 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 0 ms.

2026-04-22 03:00:06,993 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 1 ms.

2026-04-22 03:21:26,281 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 1 ms.

2026-04-22 03:27:48,481 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 0 ms.

2026-04-22 03:30:07,038 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 03:51:26,246 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 03:57:48,470 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 0 ms.

2026-04-22 04:00:07,027 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 04:21:26,287 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 04:27:48,492 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 0 ms.

2026-04-22 04:30:07,051 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 04:51:26,241 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 1 ms.

2026-04-22 04:57:48,446 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 0 ms.

2026-04-22 05:00:06,996 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 1 ms.

2026-04-22 05:21:26,240 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 1 ms.

2026-04-22 05:27:48,449 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 0 ms.

2026-04-22 05:30:07,003 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 1 ms.

2026-04-22 05:51:26,325 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 05:57:48,544 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 1 ms.

2026-04-22 06:00:07,091 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 06:21:26,361 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 06:27:48,575 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 0 ms.

2026-04-22 06:30:07,131 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 06:51:26,388 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 06:57:48,604 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 0 ms.

2026-04-22 07:00:07,146 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 07:21:26,411 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 1 ms.

2026-04-22 07:27:48,620 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 0 ms.

2026-04-22 07:30:07,163 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 07:51:26,335 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 1 ms.

2026-04-22 07:57:48,544 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 1 ms.

2026-04-22 08:00:07,084 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 08:21:26,363 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 3 ms.

2026-04-22 08:27:48,547 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 0 ms.

2026-04-22 08:30:07,091 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 1 ms.

2026-04-22 08:51:26,435 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 1 ms.

2026-04-22 08:57:48,628 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 1 ms.

2026-04-22 09:00:07,170 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_instance_metadata/log from log index 2 to 2, cost 0 ms.

2026-04-22 09:21:26,467 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_service_metadata/log from log index 2 to 2, cost 1 ms.

2026-04-22 09:27:48,658 INFO Truncated prefix logs in data path: /Users/master/CodeBuddy/art12/nacos/data/protocol/raft/naming_persistent_service_v2/log from log index 2 to 2, cost 1 ms.

